onset	duration	run_number	trial_number	att_task	fix_direction	bar_period	bar_direction	bar_step	fix_noise_ori	stim_noise_ori	fix_stair_val	stim_stair_val	response_val	probe_time	reaction_time	reaction_time
1544726912	1.19166708	9	85	1	2	1	6	17	1	2	3	6	NaN	1544726912	NaN	NaN
1544726913	1.191674948	9	86	1	2	1	6	18	1	2	3	6	1	1544726914	0.8251459599	0.8251459599
NaN	NaN	9	87	1	2	9	6	19	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544726916	1.19174099	9	88	1	2	9	7	1	3	3	3	6	NaN	NaN	NaN	NaN
1544726917	1.191708088	9	89	1	2	9	7	2	3	3	3	6	NaN	NaN	NaN	NaN
1544726918	1.191733837	9	90	1	2	9	7	3	3	3	3	6	NaN	NaN	NaN	NaN
1544726919	1.191713095	9	91	1	2	9	7	4	3	3	3	6	NaN	NaN	NaN	NaN
1544726921	1.191709042	9	92	1	2	9	7	5	3	3	3	6	NaN	NaN	NaN	NaN
1544726922	1.191735983	9	93	1	2	9	7	6	3	3	3	6	NaN	NaN	NaN	NaN
1544726923	1.191721916	9	94	1	2	9	7	7	3	3	3	6	NaN	NaN	NaN	NaN
1544726924	1.191702127	9	95	1	2	9	7	8	3	3	3	6	NaN	NaN	NaN	NaN
1544726925	1.191698074	9	96	1	2	9	7	9	3	3	3	6	NaN	NaN	NaN	NaN
NaN	NaN	9	97	1	2	9	7	10	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544726927	1.191700935	9	98	1	2	5	8	1	1	1	2	6	1	1544726927	0.4756190777	0.4756190777
1544726928	1.191729069	9	99	1	2	5	8	2	2	1	2	6	1	1544726928	0.6000351906	0.6000351906
1544726929	1.191701174	9	100	1	2	5	8	3	2	1	2	6	NaN	1544726929	NaN	NaN
1544726930	1.191744804	9	101	1	2	5	8	4	2	2	2	6	1	1544726931	0.7917530537	0.7917530537
1544726931	1.191807032	9	102	1	2	5	8	5	1	2	2	6	1	1544726932	0.6919579506	0.6919579506
1544726933	1.191705942	9	103	1	2	5	8	6	1	1	3	6	0	1544726933	0.6585628986	0.6585628986
1544726934	1.191772223	9	104	1	2	5	8	7	2	1	3	6	1	1544726934	0.6835081577	0.6835081577
1544726935	1.191730976	9	105	1	2	5	8	8	1	1	3	6	1	1544726935	0.6584620476	0.6584620476
1544726936	1.191726923	9	106	1	2	5	8	9	1	2	2	6	1	1544726937	0.6834311485	0.6834311485
1544726937	1.191792965	9	107	1	2	5	8	10	1	2	2	6	1	1544726938	0.6417660713	0.6417660713
1544726939	1.199965	9	108	1	2	5	8	11	2	1	2	6	1	1544726939	0.550246954	0.550246954
1544726940	1.191643953	9	109	1	2	5	8	12	2	1	2	6	1	1544726940	0.6084251404	0.6084251404
1544726941	1.191808939	9	110	1	2	5	8	13	2	2	2	6	NaN	1544726941	NaN	NaN
1544726942	1.191738129	9	111	1	2	5	8	14	2	1	3	6	0	1544726943	0.5918269157	0.5918269157
1544726943	1.191730022	9	112	1	2	5	8	15	1	1	4	6	0	1544726944	0.5835750103	0.5835750103
1544726945	1.200026989	9	113	1	2	5	8	16	2	2	4	6	1	1544726945	0.6667580605	0.6667580605
1544726946	1.20008111	9	114	1	2	5	8	17	2	2	4	6	1	1544726946	0.583427906	0.583427906
1544726947	1.191702127	9	115	1	2	5	8	18	2	1	5	6	0	1544726947	0.7168109417	0.7168109417
NaN	NaN	9	116	1	2	9	8	19	3	3	NaN	NaN	NaN	NaN	NaN	NaN
1544726949	1.191664934	9	117	1	2	9	9	1	3	3	5	6	NaN	NaN	NaN	NaN
1544726951	1.191680908	9	118	1	2	9	9	2	3	3	5	6	NaN	NaN	NaN	NaN
1544726952	1.191653013	9	119	1	2	9	9	3	3	3	5	6	NaN	NaN	NaN	NaN
1544726953	1.19172287	9	120	1	2	9	9	4	3	3	5	6	NaN	NaN	NaN	NaN
1544726954	1.191764116	9	121	1	2	9	9	5	3	3	5	6	NaN	NaN	NaN	NaN
1544726955	1.19172883	9	122	1	2	9	9	6	3	3	5	6	NaN	NaN	NaN	NaN
1544726957	1.191753864	9	123	1	2	9	9	7	3	3	5	6	NaN	NaN	NaN	NaN
1544726958	1.19170785	9	124	1	2	9	9	8	3	3	5	6	NaN	NaN	NaN	NaN
1544726959	1.191643953	9	125	1	2	9	9	9	3	3	5	6	NaN	NaN	NaN	NaN
NaN	NaN	9	126	1	2	9	9	10	3	3	NaN	NaN	NaN	NaN	NaN	NaN
